,Time [s],Velocity [km/h],Elevation [m],Throttle [%],Motor Torque [Nm],Longitudinal Acceleration [m/s^2],Regenerative Braking Signal ,Battery Voltage [V],Battery Current [A],Battery Temperature [캜],max. Battery Temperature [캜],SoC [%],displayed SoC [%],min. SoC [%],max. SoC [%),Heating Power CAN [kW],Heating Power LIN [W],Requested Heating Power [W],AirCon Power [kW],Heater Signal,Heater Voltage [V],Heater Current [A],Ambient Temperature [캜],Coolant Temperature Heatercore [캜],Requested Coolant Temperature [캜],Coolant Temperature Inlet [캜],Heat Exchanger Temperature [캜],Cabin Temperature Sensor [캜]
19,1.9,0.0,574.0,0.0,0.23,-0.03,0.0,391.3,-3.03,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
20,2.0,0.0,574.0,0.0,0.77,-0.03,0.0,391.3,-3.13,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
21,2.1,0.0,574.0,0.0,0.62,-0.05,0.0,391.3,-3.19,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
22,2.2,0.0,574.0,1.35,0.23,-0.03,0.0,391.3,-3.14,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
23,2.3,0.0,574.0,4.47,1.5,0.04,0.0,391.3,-3.1,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
24,2.4,0.0,574.0,6.07,3.88,0.0,0.0,391.3,-3.1,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
25,2.5,0.0,574.0,8.79,5.5,-0.03,0.0,391.3,-3.17,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
26,2.6,0.0,574.0,12.21,7.62,0.02,0.0,391.3,-3.42,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
27,2.7,0.0,574.0,15.56,12.85,0.08,0.0,391.29,-3.67,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
28,2.8,0.0,574.0,17.81,18.73,0.17,0.0,391.24,-3.92,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
29,2.9,0.0,574.0,21.44,24.85,0.19,0.0,391.2,-4.21,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
30,3.0,0.0,574.0,21.76,32.82,0.27,0.0,391.2,-4.61,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
31,3.1,0.0,574.0,20.93,41.7,0.41,0.0,391.19,-4.93,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
32,3.2,0.2,574.0,19.26,47.5,0.43,0.0,391.14,-5.03,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
33,3.3,0.58,574.0,18.7,48.62,0.46,0.0,391.1,-5.14,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
34,3.4,0.87,574.0,17.66,49.23,0.45,0.0,391.1,-5.29,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
35,3.5,1.0,574.0,16.49,49.27,0.43,0.0,391.1,-5.43,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
36,3.6,1.24,574.0,15.84,48.0,0.46,0.0,391.1,-5.53,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
37,3.7,1.42,574.0,14.21,47.5,0.42,0.0,391.1,-5.57,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
38,3.8,1.61,574.0,11.83,45.5,0.39,0.0,391.1,-5.47,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
39,3.9,1.77,574.0,10.15,42.65,0.32,0.0,391.11,-5.32,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
40,4.0,1.92,574.0,10.19,36.65,0.26,0.0,391.16,-5.02,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
41,4.1,2.07,574.0,10.35,30.77,0.18,0.0,391.2,-4.73,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
42,4.2,2.11,574.0,10.67,26.0,0.15,0.0,391.2,-4.48,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
43,4.3,2.19,574.0,12.21,23.27,0.1,0.0,391.2,-4.29,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
44,4.4,2.22,574.0,13.32,20.62,0.12,0.0,391.2,-4.24,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
45,4.5,2.27,574.0,15.49,19.73,0.11,0.0,391.2,-4.24,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
46,4.6,2.32,574.0,15.73,20.62,0.18,0.0,391.2,-4.39,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
47,4.7,2.39,574.0,15.6,23.0,0.14,0.0,391.2,-4.56,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
48,4.8,2.46,574.0,15.43,24.27,0.16,0.0,391.2,-4.76,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
49,4.9,2.56,574.0,15.28,25.12,0.22,0.0,391.2,-4.89,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
50,5.0,2.62,574.0,14.95,24.5,0.25,0.0,391.2,-4.84,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
51,5.1,2.71,574.0,14.5,22.74,0.2,0.0,391.2,-4.79,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
52,5.2,2.78,574.0,14.53,21.62,0.24,0.0,391.2,-4.74,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
53,5.3,2.88,574.0,14.63,21.12,0.18,0.0,391.2,-4.69,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
54,5.4,2.94,574.0,14.63,20.5,0.2,0.0,391.2,-4.64,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
55,5.5,3.0,574.0,14.63,18.76,0.17,0.0,391.2,-4.59,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
56,5.6,3.08,574.0,14.63,16.65,0.15,0.0,391.2,-4.54,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
57,5.7,3.14,574.0,14.63,15.12,0.17,0.0,391.2,-4.46,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
58,5.8,3.19,574.0,14.63,15.5,0.15,0.0,391.2,-4.31,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
59,5.9,3.25,574.0,14.5,14.15,0.2,0.0,391.2,-4.16,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
60,6.0,3.3,574.0,14.5,12.24,0.14,0.0,391.2,-4.01,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
61,6.1,3.33,574.0,14.5,11.76,0.13,0.0,391.2,-3.87,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
62,6.2,3.36,574.0,14.5,10.74,0.11,0.0,391.2,-3.77,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
63,6.3,3.39,574.0,14.63,9.38,0.06,0.0,391.21,-3.67,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
64,6.4,3.42,574.0,14.8,8.0,0.03,0.0,391.26,-3.57,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
65,6.5,3.42,574.0,14.95,7.88,0.05,0.0,391.3,-3.47,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,30.0,24.5
66,6.6,3.45,574.0,15.28,6.62,0.05,0.0,391.3,-3.37,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.95,24.52
67,6.7,3.45,574.0,16.49,6.53,0.08,0.0,391.3,-3.3,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.9,24.54
68,6.8,3.47,574.0,18.59,4.47,0.02,0.0,391.3,-3.3,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.85,24.55
69,6.9,3.47,574.0,20.26,6.38,0.06,0.0,391.29,-3.45,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.8,24.57
70,7.0,3.48,574.0,20.7,11.09,0.09,0.0,391.24,-4.0,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.75,24.59
71,7.1,3.53,574.0,20.7,15.62,0.21,0.0,391.19,-4.5,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.7,24.6
72,7.2,3.61,574.0,20.55,20.0,0.26,0.0,391.14,-4.85,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.65,24.62
73,7.3,3.71,574.0,20.7,21.5,0.34,0.0,391.1,-5.16,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.6,24.64
74,7.4,3.82,574.0,20.67,22.97,0.35,0.0,391.1,-5.36,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.55,24.65
75,7.5,3.92,574.0,20.7,23.74,0.33,0.0,391.1,-5.53,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
76,7.6,4.04,574.0,21.18,24.47,0.31,0.0,391.1,-5.63,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
77,7.7,4.16,574.0,22.69,25.74,0.33,0.0,391.09,-5.81,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
78,7.8,4.29,574.0,24.4,27.12,0.4,0.0,391.04,-6.21,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
79,7.9,4.44,574.0,25.06,30.12,0.48,0.0,390.99,-6.65,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
80,8.0,4.6,574.0,25.0,34.74,0.51,0.0,390.94,-7.2,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
81,8.1,4.81,574.0,24.69,36.0,0.54,0.0,390.9,-7.64,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
82,8.2,4.99,574.0,24.25,37.36,0.55,0.0,390.9,-7.79,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
83,8.3,5.2,574.0,23.95,37.0,0.53,0.0,390.9,-7.8,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
84,8.4,5.38,574.0,23.14,35.38,0.49,0.0,390.9,-7.45,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
85,8.5,5.55,574.0,22.73,32.03,0.39,0.0,390.93,-7.0,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.67
86,8.6,5.69,574.0,22.4,26.03,0.3,0.0,391.03,-6.3,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.66
87,8.7,5.8,574.0,22.4,19.86,0.22,0.0,391.1,-5.66,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.64
88,8.8,5.88,574.0,22.4,16.76,0.17,0.0,391.1,-5.16,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.62
89,8.9,5.94,574.0,22.73,14.76,0.13,0.0,391.11,-4.72,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.61
90,9.0,6.0,574.0,22.9,11.24,0.06,0.0,391.16,-4.42,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.59
91,9.1,6.05,574.0,23.87,10.26,0.05,0.0,391.2,-4.14,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.57
92,9.2,6.08,574.0,25.21,8.62,0.07,0.0,391.2,-3.94,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.56
93,9.3,6.09,574.0,25.35,7.12,0.07,0.0,391.2,-3.76,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.54
94,9.4,6.13,574.0,25.35,7.12,0.05,0.0,391.2,-3.61,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.52
95,9.5,6.14,574.0,25.18,4.88,-0.04,0.0,391.21,-3.39,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.51
96,9.6,6.19,574.0,25.18,2.62,-0.03,0.0,391.26,-2.99,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
97,9.7,6.16,574.0,25.35,1.26,-0.08,0.0,391.3,-2.73,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
98,9.8,6.13,574.0,25.5,1.0,-0.04,0.0,391.3,-2.83,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
99,9.9,6.11,574.0,26.04,1.5,-0.01,0.0,391.3,-2.98,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
100,10.0,6.11,574.0,26.58,3.38,0.01,0.0,391.3,-3.28,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
101,10.1,6.13,574.0,27.27,5.5,-0.02,0.0,391.29,-3.53,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
102,10.2,6.13,574.0,28.45,4.88,0.02,0.0,391.24,-3.63,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
103,10.3,6.14,574.0,28.45,7.12,0.06,0.0,391.2,-3.76,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
104,10.4,6.19,574.0,28.45,7.88,0.07,0.0,391.2,-3.96,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
105,10.5,6.22,574.0,28.28,8.74,0.05,0.0,391.2,-4.14,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
106,10.6,6.3,574.0,28.28,11.0,0.13,0.0,391.2,-4.29,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
107,10.7,6.36,574.0,28.31,10.5,0.11,0.0,391.2,-4.37,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
108,10.8,6.42,574.0,28.45,9.38,0.04,0.0,391.2,-4.27,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
109,10.9,6.46,574.0,28.48,9.88,0.06,0.0,391.2,-4.17,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
110,11.0,6.51,574.0,28.6,9.38,0.0,0.0,391.2,-4.07,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
111,11.1,6.57,574.0,28.93,8.0,0.06,0.0,391.2,-4.0,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
112,11.2,6.61,574.0,28.93,7.62,0.09,0.0,391.2,-4.0,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.5,0,0,0,29.5,24.5
113,11.3,6.66,574.0,29.71,8.38,0.06,0.0,391.2,-4.04,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.53,0,0,0,29.5,24.5
114,11.4,6.71,574.0,30.0,7.88,0.05,0.0,391.2,-4.19,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.58,0,0,0,29.5,24.5
115,11.5,6.77,574.0,30.0,8.74,0.05,0.0,391.2,-4.36,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.63,0,0,0,29.5,24.5
116,11.6,6.82,574.0,30.0,10.12,0.1,0.0,391.2,-4.56,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.68,0,0,0,29.5,24.52
117,11.7,6.89,574.0,30.0,11.5,0.12,0.0,391.2,-4.67,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.73,0,0,0,29.5,24.54
118,11.8,6.96,574.0,30.04,12.12,0.14,0.0,391.2,-4.57,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.78,0,0,0,29.5,24.55
119,11.9,7.02,574.0,30.37,10.88,0.05,0.0,391.19,-4.51,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.83,0,0,0,29.5,24.57
120,12.0,7.1,574.0,31.22,9.0,0.05,0.0,391.14,-4.56,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.88,0,0,0,29.5,24.59
121,12.1,7.16,574.0,31.1,10.88,0.12,0.0,391.1,-4.63,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.93,0,0,0,29.5,24.6
122,12.2,7.24,574.0,31.1,12.5,0.16,0.0,391.1,-4.73,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,25.98,0,0,0,29.5,24.62
123,12.3,7.32,574.0,31.1,12.0,0.12,0.0,391.11,-4.76,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.64
124,12.4,7.38,574.0,31.1,11.5,0.11,0.0,391.16,-4.61,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.65
125,12.5,7.43,574.0,30.93,9.5,0.03,0.0,391.2,-4.44,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
126,12.6,7.5,574.0,30.89,9.0,0.03,0.0,391.2,-4.24,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
127,12.7,7.55,574.0,30.74,7.24,0.03,0.0,391.2,-4.04,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
128,12.8,7.58,574.0,30.59,7.76,0.01,0.0,391.2,-3.84,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
129,12.9,7.63,574.0,30.3,5.0,0.03,0.0,391.21,-3.59,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
130,13.0,7.67,574.0,30.3,2.38,-0.04,0.0,391.26,-3.19,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
131,13.1,7.68,574.0,30.0,1.74,-0.08,0.0,391.3,-2.9,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
132,13.2,7.68,574.0,30.63,0.0,-0.11,0.0,391.3,-2.9,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
133,13.3,7.72,574.0,30.89,1.0,-0.08,0.0,391.29,-2.98,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
134,13.4,7.72,574.0,30.81,2.38,-0.04,0.0,391.24,-3.28,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
135,13.5,7.7,574.0,30.78,3.62,-0.03,0.0,391.21,-3.4,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.5,24.67
136,13.6,7.73,574.0,30.78,1.38,-0.1,0.0,391.26,-3.05,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.45,24.67
137,13.7,7.75,574.0,30.78,1.0,-0.11,0.0,391.3,-2.84,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.4,24.67
138,13.8,7.76,574.0,30.93,1.88,-0.08,0.0,391.3,-2.99,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.35,24.67
139,13.9,7.78,574.0,31.92,2.24,-0.04,0.0,391.29,-3.2,21.0,22.0,86.9,100.0,8,90,0.0,0,85,0.4,1,0,0,26.0,0,0,0,29.3,24.67
